movieId,title,yr,yr_avg,yr_count,rolling_3yr_avg
1,Toy Story,1996,4.125,120,4.125
1,Toy Story,1997,3.8714285714285714,140,3.998214285714286
1,Toy Story,1998,4.0,10,3.998809523809524
1,Toy Story,1999,3.9347826086956523,46,3.9354037267080746
1,Toy Story,2000,4.205882352941177,68,4.04688832054561
1,Toy Story,2001,4.117647058823529,34,4.086104006820119
1,Toy Story,2002,3.8461538461538463,13,4.056561085972851
1,Toy Story,2003,4.25,18,4.071266968325792
1,Toy Story,2004,3.975609756097561,41,4.023921200750469
1,Toy Story,2005,3.75,72,3.9918699186991873
1,Toy Story,2006,3.25,36,3.658536585365854
1,Toy Story,2007,3.857142857142857,42,3.619047619047619
1,Toy Story,2008,3.8452380952380953,42,3.6507936507936507
1,Toy Story,2009,3.903225806451613,31,3.8685355862775217
1,Toy Story,2010,4.261904761904762,21,4.003456221198157
1,Toy Story,2011,3.611111111111111,18,3.9254138931558287
1,Toy Story,2012,4.291666666666667,12,4.05489417989418
1,Toy Story,2013,3.9210526315789473,19,3.9412768031189085
1,Toy Story,2014,4.125,16,4.112573099415205
1,Toy Story,2015,3.711340206185567,97,3.9191309459215042
1,Toy Story,2016,3.847826086956522,46,3.89472209771403
1,Toy Story,2017,3.8333333333333335,45,3.7974998754918077
1,Toy Story,2018,3.5416666666666665,24,3.7409420289855073
1,Toy Story,2019,3.5454545454545454,22,3.640151515151515
1,Toy Story,2020,3.859375,32,3.6488320707070705
1,Toy Story,2021,4.0625,24,3.8224431818181817
1,Toy Story,2022,3.973684210526316,19,3.965186403508772
1,Toy Story,2023,4.111111111111111,9,4.049098440545809
2,Jumanji,1996,3.6382978723404253,94,3.6382978723404253
2,Jumanji,1997,3.5714285714285716,14,3.6048632218844983
2,Jumanji,1998,3.0,7,3.403242147922999
2,Jumanji,1999,3.076923076923077,13,3.216117216117216
2,Jumanji,2000,2.8076923076923075,26,2.9615384615384612
2,Jumanji,2001,2.9375,16,2.940705128205128
2,Jumanji,2002,3.0,5,2.915064102564102
2,Jumanji,2003,3.0,5,2.9791666666666665
2,Jumanji,2004,2.9642857142857144,14,2.9880952380952386
2,Jumanji,2005,3.0344827586206895,29,2.9995894909688015
2,Jumanji,2006,2.675,20,2.8912561576354676
2,Jumanji,2007,2.730769230769231,13,2.8134173297966405
2,Jumanji,2008,3.0,16,2.8019230769230767
2,Jumanji,2009,2.8333333333333335,18,2.8547008547008548
2,Jumanji,2010,3.4,10,3.077777777777778
2,Jumanji,2011,3.3333333333333335,3,3.1888888888888887
2,Jumanji,2012,1.0,1,2.577777777777778
2,Jumanji,2013,2.625,4,2.3194444444444446
2,Jumanji,2014,3.8333333333333335,6,2.486111111111111
2,Jumanji,2015,3.3157894736842106,19,3.258040935672515
2,Jumanji,2016,3.3333333333333335,21,3.494152046783626
2,Jumanji,2017,3.4565217391304346,23,3.368548182049326
2,Jumanji,2018,3.4166666666666665,12,3.402173913043478
2,Jumanji,2019,3.6666666666666665,9,3.513285024154589
2,Jumanji,2020,3.5416666666666665,12,3.5416666666666665
2,Jumanji,2021,3.142857142857143,7,3.4503968253968256
2,Jumanji,2022,3.1875,8,3.2906746031746033
2,Jumanji,2023,3.8,5,3.3767857142857145
3,Grumpier Old Men,1996,3.4745762711864407,59,3.4745762711864407
3,Grumpier Old Men,1997,3.247191011235955,89,3.360883641211198
3,Grumpier Old Men,1998,3.375,8,3.3655890941407987
3,Grumpier Old Men,1999,3.25,8,3.2907303370786516
3,Grumpier Old Men,2000,3.0,14,3.2083333333333335
3,Grumpier Old Men,2001,2.8,5,3.016666666666667
3,Grumpier Old Men,2002,3.0,2,2.9333333333333336
3,Grumpier Old Men,2003,2.5,2,2.766666666666667
3,Grumpier Old Men,2004,2.5,7,2.6666666666666665
3,Grumpier Old Men,2005,2.2142857142857144,14,2.4047619047619047
3,Grumpier Old Men,2006,2.75,8,2.488095238095238
3,Grumpier Old Men,2007,2.1666666666666665,3,2.376984126984127
3,Grumpier Old Men,2008,3.8,5,2.905555555555555
3,Grumpier Old Men,2009,3.0,1,2.988888888888889
3,Grumpier Old Men,2010,2.5,2,3.1
3,Grumpier Old Men,2011,2.5,4,2.6666666666666665
3,Grumpier Old Men,2012,4.25,4,3.0833333333333335
3,Grumpier Old Men,2013,3.5,1,3.4166666666666665
3,Grumpier Old Men,2014,2.0,1,3.25
3,Grumpier Old Men,2015,4.0,2,3.1666666666666665
3,Grumpier Old Men,2016,2.8333333333333335,3,2.9444444444444446
3,Grumpier Old Men,2017,3.5,3,3.4444444444444446
3,Grumpier Old Men,2018,0.5,1,2.277777777777778
3,Grumpier Old Men,2021,2.5,1,2.1666666666666665
4,Waiting to Exhale,1996,3.0,16,3.0
4,Waiting to Exhale,1997,2.8,5,2.9
4,Waiting to Exhale,1999,2.6,5,2.8000000000000003
4,Waiting to Exhale,2000,2.3333333333333335,6,2.577777777777778
4,Waiting to Exhale,2001,4.0,2,2.977777777777778
4,Waiting to Exhale,2003,3.5,1,3.277777777777778
4,Waiting to Exhale,2004,3.0,1,3.5
4,Waiting to Exhale,2006,2.3333333333333335,3,2.9444444444444446
4,Waiting to Exhale,2007,3.5,1,2.9444444444444446
4,Waiting to Exhale,2011,3.5,1,3.111111111111111
4,Waiting to Exhale,2016,3.0,1,3.3333333333333335
5,Father of the Bride Part II,1996,3.329113924050633,79,3.329113924050633
5,Father of the Bride Part II,1997,3.2388059701492535,67,3.283959947099943
5,Father of the Bride Part II,1998,3.8,5,3.455973298066629
5,Father of the Bride Part II,1999,3.0,2,3.346268656716418
5,Father of the Bride Part II,2000,2.0,3,2.9333333333333336
5,Father of the Bride Part II,2001,3.3333333333333335,6,2.777777777777778
5,Father of the Bride Part II,2002,3.8333333333333335,6,3.055555555555556
5,Father of the Bride Part II,2003,2.5,2,3.2222222222222228
5,Father of the Bride Part II,2004,3.0,1,3.111111111111111
5,Father of the Bride Part II,2005,2.5,8,2.6666666666666665
5,Father of the Bride Part II,2006,2.5,3,2.6666666666666665
5,Father of the Bride Part II,2007,2.2,5,2.4
5,Father of the Bride Part II,2008,2.65,10,2.4499999999999997
5,Father of the Bride Part II,2009,2.3333333333333335,3,2.3944444444444444
5,Father of the Bride Part II,2011,3.3333333333333335,6,2.772222222222222
5,Father of the Bride Part II,2012,2.1666666666666665,3,2.611111111111111
5,Father of the Bride Part II,2013,2.6,5,2.6999999999999997
5,Father of the Bride Part II,2014,2.8333333333333335,3,2.533333333333333
5,Father of the Bride Part II,2015,1.3333333333333333,3,2.2555555555555555
5,Father of the Bride Part II,2016,3.3333333333333335,6,2.5
5,Father of the Bride Part II,2017,3.6,10,2.755555555555556
5,Father of the Bride Part II,2018,3.5,3,3.477777777777778
5,Father of the Bride Part II,2019,3.25,2,3.4499999999999997
5,Father of the Bride Part II,2020,1.75,2,2.8333333333333335
5,Father of the Bride Part II,2021,2.0,1,2.3333333333333335
5,Father of the Bride Part II,2023,3.5,1,2.4166666666666665
6,Heat,1996,3.8627450980392157,102,3.8627450980392157
6,Heat,1997,3.721518987341772,79,3.792132042690494
6,Heat,1998,4.0,6,3.861421361793662
6,Heat,1999,3.8333333333333335,18,3.8516174402250356
6,Heat,2000,3.95,20,3.9277777777777785
6,Heat,2001,4.0,9,3.9277777777777776
6,Heat,2002,3.4285714285714284,7,3.7928571428571427
6,Heat,2003,4.1875,8,3.8720238095238098
6,Heat,2004,3.769230769230769,13,3.795100732600732
6,Heat,2005,3.9,20,3.9522435897435897
6,Heat,2006,3.5833333333333335,12,3.750854700854701
6,Heat,2007,3.9615384615384617,13,3.8149572649572647
6,Heat,2008,4.0,12,3.8482905982905984
6,Heat,2009,4.125,8,4.028846153846154
6,Heat,2010,3.857142857142857,7,3.994047619047619
6,Heat,2011,4.083333333333333,6,4.021825396825396
6,Heat,2012,4.1,10,4.0134920634920634
6,Heat,2013,4.166666666666667,3,4.116666666666667
6,Heat,2014,3.6666666666666665,3,3.9777777777777774
6,Heat,2015,4.15,20,3.994444444444445
6,Heat,2016,4.0,11,3.9388888888888887
6,Heat,2017,4.041666666666667,12,4.063888888888889
6,Heat,2018,3.95,10,3.9972222222222222
6,Heat,2019,4.035714285714286,14,4.009126984126984
6,Heat,2020,4.222222222222222,9,4.06931216931217
6,Heat,2021,4.285714285714286,7,4.181216931216931
6,Heat,2022,3.9285714285714284,7,4.145502645502646
6,Heat,2023,4.7,5,4.304761904761905
7,Sabrina,1996,3.58,50,3.58
7,Sabrina,1997,3.3728813559322033,59,3.4764406779661017
7,Sabrina,1998,3.4444444444444446,9,3.465775266792216
7,Sabrina,1999,3.4444444444444446,9,3.420590081607031
7,Sabrina,2000,3.2,15,3.3629629629629627
7,Sabrina,2001,3.4,10,3.348148148148148
7,Sabrina,2002,3.0,2,3.1999999999999997
7,Sabrina,2003,3.0,4,3.1333333333333333
7,Sabrina,2004,3.388888888888889,9,3.1296296296296298
7,Sabrina,2005,3.5,9,3.2962962962962963
7,Sabrina,2006,2.8529411764705883,17,3.247276688453159
7,Sabrina,2007,3.6666666666666665,3,3.3398692810457518
7,Sabrina,2008,3.75,4,3.423202614379085
7,Sabrina,2009,2.5,1,3.3055555555555554
7,Sabrina,2012,3.0,1,3.0833333333333335
7,Sabrina,2013,4.25,2,3.25
7,Sabrina,2015,2.8333333333333335,6,3.361111111111111
7,Sabrina,2016,3.5,1,3.527777777777778
7,Sabrina,2017,0.5,1,2.277777777777778
7,Sabrina,2018,3.5,3,2.5
7,Sabrina,2019,3.5,1,2.5
7,Sabrina,2020,3.75,2,3.5833333333333335
7,Sabrina,2021,2.25,2,3.1666666666666665
7,Sabrina,2022,4.0,1,3.3333333333333335
8,Tom and Huck,1996,3.8,5,3.8
8,Tom and Huck,1997,3.5,2,3.65
8,Tom and Huck,1998,2.0,1,3.1
8,Tom and Huck,2000,3.5,2,3.0
8,Tom and Huck,2002,2.0,1,2.5
8,Tom and Huck,2003,4.0,1,3.1666666666666665
8,Tom and Huck,2006,2.0,2,2.6666666666666665
8,Tom and Huck,2008,0.5,1,2.1666666666666665
9,Sudden Death,1996,3.5,22,3.5
9,Sudden Death,1997,3.3181818181818183,22,3.409090909090909
9,Sudden Death,1998,2.0,2,2.9393939393939394
9,Sudden Death,1999,2.5,2,2.606060606060606
9,Sudden Death,2000,3.5,2,2.6666666666666665
9,Sudden Death,2001,3.0,1,3.0
9,Sudden Death,2002,1.0,1,2.5
9,Sudden Death,2003,3.0,1,2.3333333333333335
9,Sudden Death,2005,2.25,2,2.0833333333333335
9,Sudden Death,2007,2.0,2,2.4166666666666665
9,Sudden Death,2010,3.0,1,2.4166666666666665
9,Sudden Death,2014,3.0,1,2.6666666666666665
9,Sudden Death,2017,3.6666666666666665,3,3.222222222222222
9,Sudden Death,2022,2.5,1,3.0555555555555554
10,GoldenEye,1996,3.413793103448276,203,3.413793103448276
10,GoldenEye,1997,3.5238095238095237,21,3.4688013136288998
10,GoldenEye,1998,3.0,5,3.3125342090859333
10,GoldenEye,1999,2.9411764705882355,17,3.1549953314659196
10,GoldenEye,2000,3.6956521739130435,23,3.2122762148337594
10,GoldenEye,2001,3.466666666666667,15,3.3678317703893152
10,GoldenEye,2002,3.4545454545454546,11,3.5389547650417215
10,GoldenEye,2003,3.566666666666667,15,3.495959595959596
10,GoldenEye,2004,3.0,13,3.3404040404040405
10,GoldenEye,2005,3.3552631578947367,38,3.3073099415204674
10,GoldenEye,2006,3.263157894736842,19,3.206140350877193
10,GoldenEye,2007,3.3846153846153846,26,3.3343454790823213
10,GoldenEye,2008,3.1333333333333333,15,3.260368870895187
10,GoldenEye,2009,3.4545454545454546,11,3.3241647241647243
10,GoldenEye,2010,3.3333333333333335,12,3.3070707070707073
10,GoldenEye,2011,3.5,9,3.4292929292929295
10,GoldenEye,2012,3.3,5,3.3777777777777778
10,GoldenEye,2013,4.25,2,3.6833333333333336
10,GoldenEye,2014,3.25,2,3.6
10,GoldenEye,2015,3.5555555555555554,9,3.685185185185185
10,GoldenEye,2016,3.75,8,3.5185185185185186
10,GoldenEye,2017,3.4,10,3.5685185185185184
10,GoldenEye,2018,3.75,8,3.6333333333333333
10,GoldenEye,2019,3.5,10,3.5500000000000003
10,GoldenEye,2020,3.8333333333333335,3,3.6944444444444446
10,GoldenEye,2021,2.3333333333333335,3,3.2222222222222228
10,GoldenEye,2022,3.25,4,3.1388888888888893
10,GoldenEye,2023,2.0,2,2.527777777777778
11,"American President, The",1996,3.8956521739130436,115,3.8956521739130436
11,"American President, The",1997,3.2857142857142856,14,3.5906832298136644
11,"American President, The",1998,4.0,3,3.7271221532091094
11,"American President, The",1999,3.12,25,3.4685714285714284
11,"American President, The",2000,4.068965517241379,29,3.7296551724137927
11,"American President, The",2001,4.142857142857143,14,3.7772742200328406
11,"American President, The",2002,4.333333333333333,3,4.181718664477285
11,"American President, The",2003,3.5,10,3.992063492063492
11,"American President, The",2004,3.7,10,3.8444444444444446
11,"American President, The",2005,3.533333333333333,15,3.577777777777778
11,"American President, The",2006,3.033333333333333,15,3.422222222222222
11,"American President, The",2007,3.0,7,3.1888888888888887
11,"American President, The",2008,3.2,5,3.077777777777778
11,"American President, The",2009,2.5,3,2.9
11,"American President, The",2010,3.0,3,2.9
11,"American President, The",2011,4.5,3,3.3333333333333335
11,"American President, The",2012,3.6666666666666665,3,3.722222222222222
11,"American President, The",2013,4.0,2,4.055555555555555
11,"American President, The",2014,3.5,1,3.722222222222222
11,"American President, The",2015,3.375,4,3.625
11,"American President, The",2016,3.6666666666666665,6,3.513888888888889
11,"American President, The",2017,4.25,2,3.763888888888889
11,"American President, The",2018,3.6,5,3.8388888888888886
11,"American President, The",2019,5.0,2,4.283333333333333
11,"American President, The",2020,3.1666666666666665,3,3.922222222222222
11,"American President, The",2021,3.0,2,3.722222222222222
11,"American President, The",2022,3.125,4,3.097222222222222
12,Dracula: Dead and Loving It,1996,2.5833333333333335,12,2.5833333333333335
12,Dracula: Dead and Loving It,1997,2.4705882352941178,17,2.526960784313726
12,Dracula: Dead and Loving It,1998,3.3333333333333335,3,2.7957516339869284
12,Dracula: Dead and Loving It,2000,2.0,4,2.6013071895424837
12,Dracula: Dead and Loving It,2001,2.6666666666666665,3,2.6666666666666665
12,Dracula: Dead and Loving It,2002,1.0,1,1.8888888888888886
12,Dracula: Dead and Loving It,2005,0.5,1,1.3888888888888886
12,Dracula: Dead and Loving It,2006,2.8333333333333335,3,1.4444444444444446
12,Dracula: Dead and Loving It,2007,3.3333333333333335,3,2.2222222222222223
12,Dracula: Dead and Loving It,2008,2.3333333333333335,3,2.8333333333333335
12,Dracula: Dead and Loving It,2009,3.0,2,2.8888888888888893
12,Dracula: Dead and Loving It,2011,3.625,4,2.986111111111111
12,Dracula: Dead and Loving It,2012,4.333333333333333,3,3.6527777777777772
12,Dracula: Dead and Loving It,2014,3.25,2,3.7361111111111107
12,Dracula: Dead and Loving It,2015,3.25,2,3.6111111111111107
12,Dracula: Dead and Loving It,2016,3.0,2,3.1666666666666665
12,Dracula: Dead and Loving It,2018,4.0,1,3.4166666666666665
12,Dracula: Dead and Loving It,2022,3.0,1,3.3333333333333335
13,Balto,1996,3.4,5,3.4
13,Balto,1997,3.0,1,3.2
13,Balto,1998,3.0,1,3.1333333333333333
13,Balto,1999,3.5,2,3.1666666666666665
13,Balto,2000,2.6,5,3.033333333333333
13,Balto,2002,3.0,1,3.033333333333333
13,Balto,2004,3.5,1,3.033333333333333
13,Balto,2006,2.5,1,3.0
13,Balto,2008,3.1666666666666665,3,3.0555555555555554
13,Balto,2009,3.5,1,3.0555555555555554
13,Balto,2010,4.0,1,3.5555555555555554
13,Balto,2011,5.0,1,4.166666666666667
13,Balto,2013,4.5,3,4.5
13,Balto,2014,1.75,2,3.75
13,Balto,2015,3.0,1,3.0833333333333335
13,Balto,2016,3.5,1,2.75
13,Balto,2017,3.6666666666666665,3,3.388888888888889
13,Balto,2018,1.0,1,2.722222222222222
13,Balto,2019,4.25,2,2.972222222222222
13,Balto,2020,5.0,1,3.4166666666666665
14,Nixon,1996,3.1875,16,3.1875
14,Nixon,1997,3.735294117647059,34,3.4613970588235294
14,Nixon,1998,3.0,2,3.307598039215686
14,Nixon,1999,3.4545454545454546,11,3.3966131907308377
14,Nixon,2000,3.3333333333333335,6,3.262626262626263
14,Nixon,2001,3.3333333333333335,3,3.3737373737373737
14,Nixon,2002,3.6666666666666665,3,3.4444444444444446
14,Nixon,2003,0.5,1,2.5
14,Nixon,2004,3.3333333333333335,3,2.5
14,Nixon,2005,4.0,1,2.611111111111111
14,Nixon,2007,3.25,2,3.527777777777778
14,Nixon,2008,3.0,1,3.4166666666666665
14,Nixon,2010,3.1666666666666665,3,3.138888888888889
14,Nixon,2011,3.0,1,3.0555555555555554
14,Nixon,2013,3.0,1,3.0555555555555554
14,Nixon,2014,3.0,3,3.0
14,Nixon,2015,4.0,1,3.3333333333333335
14,Nixon,2017,3.0,2,3.3333333333333335
15,Cutthroat Island,1996,3.1666666666666665,18,3.1666666666666665
15,Cutthroat Island,1997,2.5,4,2.833333333333333
15,Cutthroat Island,1998,2.0,1,2.5555555555555554
15,Cutthroat Island,1999,2.2857142857142856,7,2.261904761904762
15,Cutthroat Island,2000,2.0,5,2.0952380952380953
15,Cutthroat Island,2001,2.0,2,2.0952380952380953
15,Cutthroat Island,2002,2.5,2,2.1666666666666665
15,Cutthroat Island,2004,1.5,2,2.0
15,Cutthroat Island,2005,2.6,5,2.1999999999999997
15,Cutthroat Island,2006,3.5,1,2.533333333333333
15,Cutthroat Island,2010,1.0,1,2.3666666666666667
15,Cutthroat Island,2011,0.5,1,1.6666666666666667
15,Cutthroat Island,2013,1.5,1,1.0
16,Casino,1996,3.5555555555555554,72,3.5555555555555554
16,Casino,1997,3.4166666666666665,12,3.4861111111111107
16,Casino,1998,4.0,1,3.657407407407407
16,Casino,1999,3.619047619047619,21,3.6785714285714284
16,Casino,2000,3.0,19,3.5396825396825395
16,Casino,2001,3.5555555555555554,9,3.391534391534391
16,Casino,2002,3.75,8,3.435185185185185
16,Casino,2003,3.3846153846153846,13,3.5633903133903133
16,Casino,2004,3.7291666666666665,24,3.6212606837606836
16,Casino,2005,3.703125,32,3.6056356837606836
16,Casino,2006,3.6578947368421053,19,3.69672880116959
16,Casino,2007,4.1,10,3.8203399122807014
16,Casino,2008,4.1,15,3.9526315789473685
16,Casino,2009,4.5,3,4.233333333333333
16,Casino,2010,4.666666666666667,12,4.422222222222222
16,Casino,2011,3.9,5,4.355555555555556
16,Casino,2012,4.333333333333333,9,4.3
16,Casino,2013,3.9166666666666665,6,4.05
16,Casino,2014,4.055555555555555,9,4.101851851851852
16,Casino,2015,4.1923076923076925,13,4.054843304843305
16,Casino,2016,3.909090909090909,11,4.052318052318053
16,Casino,2017,4.041666666666667,12,4.047688422688423
16,Casino,2018,4.5,5,4.150252525252525
16,Casino,2019,4.0,13,4.180555555555556
16,Casino,2020,3.6666666666666665,9,4.055555555555555
16,Casino,2021,4.055555555555555,9,3.907407407407407
16,Casino,2022,3.8333333333333335,3,3.8518518518518516
16,Casino,2023,4.0,4,3.9629629629629632
17,Sense and Sensibility,1996,4.201680672268908,119,4.201680672268908
17,Sense and Sensibility,1997,3.840909090909091,88,4.021294881588999
17,Sense and Sensibility,1998,3.4444444444444446,9,3.8290114025408144
17,Sense and Sensibility,1999,4.2,40,3.8284511784511785
17,Sense and Sensibility,2000,4.045454545454546,22,3.896632996632997
17,Sense and Sensibility,2001,3.9285714285714284,14,4.058008658008658
17,Sense and Sensibility,2002,4.0,10,3.9913419913419914
17,Sense and Sensibility,2003,3.125,12,3.6845238095238098
17,Sense and Sensibility,2004,3.85,10,3.658333333333333
17,Sense and Sensibility,2005,3.95,10,3.641666666666667
17,Sense and Sensibility,2006,3.8846153846153846,13,3.8948717948717952
17,Sense and Sensibility,2007,3.7,10,3.844871794871795
17,Sense and Sensibility,2008,3.2777777777777777,9,3.62079772079772
17,Sense and Sensibility,2009,4.2,5,3.725925925925926
17,Sense and Sensibility,2010,3.375,4,3.6175925925925925
17,Sense and Sensibility,2011,4.0,3,3.858333333333333
17,Sense and Sensibility,2012,3.75,8,3.7083333333333335
17,Sense and Sensibility,2014,3.0,2,3.5833333333333335
17,Sense and Sensibility,2015,3.4285714285714284,7,3.392857142857143
17,Sense and Sensibility,2016,3.3125,8,3.2470238095238098
17,Sense and Sensibility,2017,4.75,2,3.830357142857143
17,Sense and Sensibility,2018,3.75,4,3.9375
17,Sense and Sensibility,2019,2.25,2,3.5833333333333335
17,Sense and Sensibility,2021,3.0,2,3.0
17,Sense and Sensibility,2022,3.1666666666666665,3,2.8055555555555554
17,Sense and Sensibility,2023,3.6666666666666665,3,3.2777777777777772
18,Four Rooms,1996,3.3076923076923075,13,3.3076923076923075
18,Four Rooms,1997,3.5483870967741935,31,3.4280397022332503
18,Four Rooms,1998,5.0,1,3.9520264681555
